city,state,restaurant_count_x,avg_rating,total_reviews,avg_review_per_restaurant,norm_demand,norm_competition,norm_rating,opportunity_score,sentiment,stars,restaurant_count_y,opportunity_with_sentiment,norm_sentiment,opportunity_with_sentiment_v2,confidence,weighted_sentiment,opportunity_with_sentiment_v3,opportunity_with_sentiment_v4
Exton,PA,84,3.3511904761904767,6310,75.11904761904763,0.0103923386101183,0.0097898070832133,0.4364001318694162,-0.0850207991937881,0.4136275290314744,3.2014227909070616,140,0.429862772596114,0.24289097402022208,0.4127891170949888,0.11287177071828686,0.027415534329151878,0.39124157312588176,0.4011641853244836
Norristown,PA,105,3.6619047619047618,4883,46.504761904761914,0.00750434110347,0.0158364526346098,0.7465970596458718,-0.1503181771678222,0.48917201987672276,3.51951523537832,161,0.4964874145678517,0.5612376031380248,0.5036939728939819,0.0992919456248611,0.055726373573408136,0.45314284993752024,0.47600730979225414
West Chester,PA,186,3.599462365591398,12764,68.62365591397852,0.0234541016850362,0.0391592283328534,0.6842586336707736,-0.1368724443914926,0.5191881604621651,3.565804807020461,280,0.4864044149545297,0.6877264717184748,0.5032582460801607,0.1605329019119824,0.11040272622665566,0.4455258715309787,0.47004462757848875
Ardmore,PA,69,3.7971014492753614,6340,91.88405797101453,0.0104530533439651,0.0054707745465015,0.8815686364161693,-0.1727284329752017,0.5624717523171141,3.694070928687256,126,0.5351008914885809,0.8701247566094306,0.5658661919178125,0.11313976896825303,0.09844571393634838,0.48869828765050427,0.5228826067545393
Bensalem,PA,116,3.2844827586206886,6971,60.0948275862069,0.0117300865792104,0.0190037431615318,0.3698034866538325,-0.0737967769896208,0.4227522387677734,3.2587150897811403,165,0.41522683289076845,0.2813427598980256,0.40108588500379366,0.11863646566169199,0.033377510673807766,0.37628936008137187,0.3876052513378529
Malvern,PA,66,3.719696969696969,6055,91.74242424242425,0.0098762633724201,0.0046069680391592,0.8042930399428504,-0.1573025667141078,0.5436351569942702,3.6900203940353222,113,0.5177905386252174,0.7907468091510597,0.5425017038408964,0.11056756169719135,0.08743094660766698,0.472170117586557,0.5034581765519643
Lansdale,PA,86,3.6162790697674416,5143,59.80232558139535,0.008030535463476,0.0103656780881082,0.7010473370248613,-0.1393039030996667,0.4997966416478229,3.5486883694885276,131,0.4902916423287125,0.6060100609127412,0.5009129842552044,0.10190111141481414,0.06175309873556755,0.44648728803748694,0.4710140079827411
Warminster,PA,67,3.4328358208955225,3084,46.02985074626865,0.0038634808971209,0.0048949035416066,0.5179095321743743,-0.1031186370487964,0.48592770955668574,3.4681079553786507,93,0.4522515986869098,0.5475659873439416,0.4584154264656354,0.07890923686564286,0.04320801419489268,0.4079796291507305,0.43123030114329436
Springfield,PA,63,3.26984126984127,4244,67.36507936507937,0.0062111172725322,0.0037431615318168,0.355186376832157,-0.0690546651897103,0.4316530326258729,3.2290805758463987,93,0.4155640770784865,0.31885095790816087,0.40428386960671536,0.0925674598202128,0.029515223234800044,0.37535029613937926,0.3886518775749339
Media,PA,90,3.705555555555556,8694,96.6,0.0152171361264809,0.011517420097898,0.790175172104889,-0.1538816923871067,0.523956141715128,3.560028029873717,140,0.5130622770137135,0.7078188800806806,0.5314485508502688,0.13248919964262273,0.09377835691382694,0.4700444985335834,0.49681846365255883
North Wales,PA,59,3.3983050847457625,5783,98.01694915254237,0.0093257831188754,0.002591419522027,0.4834362917731767,-0.0928017926518057,0.45493647716910496,3.292527175555289,96,0.4451337934624879,0.4169680542265808,0.44133695116823546,0.10805559392838004,0.045055730748614166,0.4041457188204388,0.42095483761285024
Newtown,PA,64,3.648437499999999,5973,93.32812499999997,0.009710309766572,0.0040310970342643,0.7331522215406171,-0.1429846185351166,0.5401289733782647,3.569819349128093,101,0.5033181364422994,0.7759716518532243,0.5269024042897954,0.10981632753936577,0.08521435708117638,0.4578266748125906,0.4885893371854627
New Hope,PA,53,3.6226415094339615,7004,132.15094339622644,0.0117968727864419,0.0008638065073423,0.7073991828474,-0.1358405421284617,0.5640183460567813,3.5026220652844087,99,0.5023412783375323,0.8766421465359351,0.5336036583854477,0.11891694055733519,0.10424760202966851,0.45636420393482097,0.4903613946979729
Downingtown,PA,65,3.492307692307693,4294,66.06153846153848,0.0063123084956103,0.0043190325367117,0.577282379350559,-0.1135960313833202,0.4698469887586238,3.386204241221276,97,0.4636703883832048,0.47980137337183537,0.46466582684452595,0.09311114744977443,0.044674856422629236,0.4211531751496053,0.4409913736007147
King of Prussia,PA,80,3.4375,12549,156.8625,0.0230189794258005,0.0086380650734235,0.5225659451406526,-0.0955951188372573,0.449689943197964,3.3031636399652324,153,0.4560983555962201,0.3948590111239385,0.45061526238881755,0.1591751318527502,0.06285173515889947,0.4174145347923136,0.4320232608039106
Gallatin,TN,57,3.201754385964912,1849,32.43859649122806,0.0013640576870924,0.0020155485171321,0.2872128617046949,-0.0573652080525324,0.3944659623205129,3.1688369752146697,63,0.3968301270926876,0.16214358790643812,0.3735978896512801,0.06109970511466618,0.009906925407317323,0.35837422340136804,0.3655589131403128
Hermitage,TN,74,3.1689189189189197,4863,65.7162162162162,0.0074638646142388,0.0069104520587388,0.25443206768244,-0.0492276168469902,0.3852946548161569,3.25312979855872,97,0.3903282892461776,0.12349543771113902,0.3641483675356758,0.09908839488674547,0.012236964698632821,0.35302252023442515,0.3583467888808307
Madison,TN,64,2.9140625000000004,2424,37.875,0.0025277567524903,0.0040310970342643,0.0,5.454926596586054e-05,0.3559888632346579,3.0680785320415946,94,0.33540065991418266,0.0,0.29980177359071686,0.06995793254763011,0.0,0.29980177359071686,0.29992816142834133
Goodlettsville,TN,56,3.357142857142858,2429,43.37499999999999,0.0025378758747981,0.0017276130146847,0.4423426017501912,-0.0877178663170446,0.4526296354635573,3.4398587667960494,75,0.43422835034190777,0.4072469577885385,0.4296900825744059,0.07003004671227527,0.02851952347736334,0.39181733914328837,0.40945462847871894
Brentwood,TN,109,3.4633027522935778,10995,100.87155963302752,0.0198739562125339,0.0169881946443996,0.5483257343027281,-0.1048246271475985,0.4980560987732329,3.461347909748696,156,0.46232388082956255,0.5986753638254874,0.47238580733478797,0.14899382702024297,0.08919893359909568,0.4214381643121488,0.4434457369541403
Mount Juliet,TN,65,3.3384615384615377,4217,64.87692307692308,0.00615647401207,0.0043190325367117,0.423692388585911,-0.0829559504721607,0.45359666300503426,3.3471679744042606,103,0.43126502386150006,0.41132203930207845,0.4270375614912045,0.09227253648930096,0.03795372788035472,0.38970073034903213,0.40677928322670415
Antioch,TN,75,3.1333333333333324,4414,58.85333333333331,0.0065551674309977,0.0071983875611862,0.2189057342330485,-0.0426630793994667,0.3912170984505393,3.2205325297861593,103,0.38336540739570685,0.14845278332364753,0.3590889758830177,0.09440322329161355,0.014014421252363822,0.34564513967588933,0.35199409508838514
Franklin,TN,300,3.466666666666665,30718,102.39333333333332,0.0597898460679114,0.0719838756118629,0.5516840475564495,-0.102037049160893,0.48167933931964735,3.4231160307545765,442,0.4608255191868603,0.5296632345545149,0.4656239087103471,0.24903886401980477,0.1319067302465118,0.42584825827954675,0.44213023928601686
Smyrna,TN,131,3.2366412213740454,5830,44.50381679389313,0.0094209028685687,0.0233227756982435,0.3220416084386222,-0.0666947029629131,0.40206437482624796,3.274338995668853,167,0.40138628760830364,0.19416351392331266,0.3805962015180101,0.10849380383851913,0.02106553819219346,0.3632864039448982,0.3713590709652729
Hendersonville,TN,127,3.3740157480314976,8262,65.05511811023621,0.0143428439590863,0.0221710336884537,0.459187398262625,-0.0913173677795179,0.47065674212429354,3.402987389864648,183,0.4379889813420528,0.48321369704353523,0.43924467683397694,0.12915560376377536,0.06240975678858382,0.3971642828084818,0.41580113417975445
Nashville,TN,1680,3.570833333333337,260828,155.25476190476166,0.5254920929178287,0.4693348689893464,0.6556772704700171,-0.0091898683318929,0.5108509624230464,3.5664244176860542,2502,0.5516169268066357,0.6525932824899192,0.565791158813323,0.7256843617194585,0.4735767396661033,0.5478895045309413,0.5594360993347184
